seed	genes
CXCL1	CXCL1
CXCL1	VARS
CXCL1	HSPA1L
CXCL1	DNAJB7
CCL2	PCNA
CCL2	CLIC1
CCL2	MYC
CCL2	HSPA1A
CCL2	FEN1
CCL2	CCL2
CCL2	VARS
CCL2	HSPA1L
HOPX	ERBB2
HOPX	HSPA4
HOPX	HOPX
HOPX	CHN1
HOPX	OFD1
HOPX	RAB6A
HOPX	AIPL1
MAP2K1	CLIC1
MAP2K1	MYC
MAP2K1	HSPA1A
MAP2K1	MAP2K1
MAP2K1	VARS
MAP2K1	HSPA1L
MAP2K1	DNAJB7
KSR2	HSPA1A
KSR2	HSP90AA1
KSR2	KSR2
KSR2	VARS
KSR2	AIPL1
KSR2	HSPA1B
KSR2	HSPA1L
CNTN2	EGFR
CNTN2	HSPA1A
CNTN2	CNTN2
CNTN2	VARS
CNTN2	HSPA1B
CNTN2	HSPA1L
CNTNAP2	CLIC1
CNTNAP2	MYC
CNTNAP2	HSPA1A
CNTNAP2	CNTNAP2
CNTNAP2	VARS
CNTNAP2	PSMA5
CNTNAP2	IQCB1
CNTNAP2	HSPA1L
LSM11	LSM2
LSM11	CLIC1
LSM11	MYC
LSM11	HSPA1A
LSM11	LSM11
LSM11	VARS
LSM11	SNRPE
LSM11	PSMA5
LSM11	HSPA1L
ARL1	CLIC1
ARL1	MYC
ARL1	HSPA1A
ARL1	ARL1
ARL1	VARS
ARL1	PSMA5
ARL1	HSPA1L
SPDYA	ORC1
SPDYA	CLIC1
SPDYA	MYC
SPDYA	HSPA1A
SPDYA	SKP2
SPDYA	SPDYA
SPDYA	OFD1
SPDYA	RAB6A
SPDYA	HSPA1L
SPDYA	ALMS1
SPINK7	CLIC1
SPINK7	MYC
SPINK7	HSPA1A
SPINK7	SPINK7
SPINK7	TP53RK
SPINK7	VARS
SPINK7	IDE
SPINK7	MTMR10
SPINK7	XPNPEP3
KCNA5	CLIC1
KCNA5	MYC
KCNA5	HSPA1A
KCNA5	KCNA5
KCNA5	UBTF
KCNA5	VARS
KCNA5	EDA
KCNA5	HSPA1L
KCNA5	DOLK
SYT9	TRPV1
SYT9	EGFR
SYT9	HSPA1A
SYT9	SYT9
SYT9	VARS
SYT9	HSPA1B
SYT9	HSPA1L
SYT9	AAMP
STXBP1	CLIC1
STXBP1	MYC
STXBP1	HSPA1A
STXBP1	STXBP1
STXBP1	PSMA5
STXBP1	IQCB1
STXBP1	HSPA1L
DNTT	PCNA
DNTT	CLIC1
DNTT	MYC
DNTT	HSPA1A
DNTT	FEN1
DNTT	DNTT
DNTT	VARS
DNTT	HSPA1L
PRPF19	CLIC1
PRPF19	MYC
PRPF19	HSPA1A
PRPF19	PRPF19
PRPF19	VARS
PRPF19	PSMA5
PRPF19	HSPA1L
TYK2	CLIC1
TYK2	MYC
TYK2	HSPA1A
TYK2	TYK2
TYK2	VARS
TYK2	TCP1
TYK2	PSMA5
TYK2	HSPA1L
PRTN3	HSPA1A
PRTN3	PRTN3
PRTN3	BCAP31
PRTN3	VARS
PRTN3	PSMA5
PRTN3	PPP6C
PRTN3	ITGAM
PRTN3	HSPA1L
PRTN3	TMEM237
XBP1	CLIC1
XBP1	MYC
XBP1	HSPA1A
XBP1	XBP1
XBP1	VARS
XBP1	PSMA5
XBP1	HSPA1L
SHANK1	ARHGEF7
SHANK1	EGFR
SHANK1	HSPA1A
SHANK1	SHANK1
SHANK1	VARS
SHANK1	PPM1E
SHANK1	HSPA1B
SHANK1	HSPA1L
SHANK1	ADGRB2
JAM2	EGFR
JAM2	HSPA1A
JAM2	JAM2
JAM2	TDP2
JAM2	WBP2
JAM2	VARS
JAM2	HSPA1B
JAM2	HSPA1L
JAM3	HSPA1A
JAM3	JAM3
JAM3	BCAP31
JAM3	VARS
JAM3	PSMA5
JAM3	PPP6C
JAM3	ITGAM
JAM3	HSPA1L
JAM3	TMEM237
TJP1	CLIC1
TJP1	MYC
TJP1	HSPA1A
TJP1	TJP1
TJP1	ARPC2
TJP1	PLEC
TJP1	PPP1R12A
TJP1	HSPA1L
TJP1	MYO18A
APOE	RAB9A
APOE	CLIC1
APOE	HSPA1A
APOE	APOE
APOE	RHEB
APOE	ST13
APOE	HSPA1L
NFATC2	CLIC1
NFATC2	MYC
NFATC2	HSPA1A
NFATC2	NFATC2
NFATC2	VARS
NFATC2	PSMA5
NFATC2	HSPA1L
NFATC2	DNAJB7
CDYL	CLIC1
CDYL	MYC
CDYL	HSPA1A
CDYL	CDYL
CDYL	VARS
CDYL	HSPA1L
EGR1	RELA
EGR1	NFKBIA
EGR1	HSPA1A
EGR1	EGR1
EGR1	ARID2
EGR1	HSPA1L
EGR1	PNMT
STAT3	ERBB2
STAT3	STAT3
STAT3	GRB7
STAT3	CA8
STAT3	CHN1
STAT3	MAP3K13
STAT3	LY6G6F
MYOD1	RXRA
MYOD1	CLIC1
MYOD1	CSNK2B
MYOD1	NFKBIA
MYOD1	MYC
MYOD1	HSPA1A
MYOD1	MYOD1
MYOD1	PDS5A
MYOD1	HSPA1L
SERPINB2	SERPINB2
SERPINB2	CA8
SERPINB2	ARPC2
SERPINB2	PPP1R12A
SERPINB2	MYO18A
ATXN3	CSNK2B
ATXN3	HSPA1A
ATXN3	ATXN3
ATXN3	PDS5A
ATXN3	HSPA1L
MDFIC	EGFR
MDFIC	HSPA1A
MDFIC	MDFIC
MDFIC	VARS
MDFIC	SOCS4
MDFIC	HSPA1B
MDFIC	HSPA1L
NR2C2	EED
NR2C2	CSNK2B
NR2C2	NFKBIA
NR2C2	NR2C2
NR2C2	VARS
NR2C2	PDS5A
NR2C2	LMNB2
PPARD	RELA
PPARD	HSPA1A
PPARD	PPARD
PPARD	HSPA1L
PPARD	PNMT
IKZF2	CLIC1
IKZF2	HDAC5
IKZF2	HSPA1A
IKZF2	IKZF2
IKZF2	IKZF3
IKZF2	PSMA5
IKZF2	HSPA1L
ZNF354A	CLIC1
ZNF354A	MYC
ZNF354A	HSPA1A
ZNF354A	ZNF354A
ZNF354A	VARS
ZNF354A	PSMA5
ZNF354A	HSPA1L
ZNF354A	GPATCH4
RBBP4	CLIC1
RBBP4	MYC
RBBP4	HSPA1A
RBBP4	RBBP4
RBBP4	VARS
RBBP4	PSMA5
RBBP4	HSPA1L
PTMA	CSNK2B
PTMA	BAG6
PTMA	HSPA1A
PTMA	PTMA
PTMA	DPT
PTMA	HSPA1L
DPYSL2	CLIC1
DPYSL2	MYC
DPYSL2	HSPA1A
DPYSL2	DPYSL2
DPYSL2	VARS
DPYSL2	PSMA5
DPYSL2	HSPA1L
NUMB	SORT1
NUMB	NUMB
NUMB	ARPC2
NUMB	SPTBN2
NUMB	CTDSPL
NUMB	PPP1R12A
NUMB	MYO18A
L1CAM	CLIC1
L1CAM	MYC
L1CAM	ERBB2
L1CAM	HSPA1A
L1CAM	L1CAM
L1CAM	GRB7
L1CAM	CHN1
L1CAM	LY6G6F
ROBO4	RXRA
ROBO4	CLIC1
ROBO4	CSNK2B
ROBO4	NFKBIA
ROBO4	MYC
ROBO4	HSPA1A
ROBO4	ROBO4
ROBO4	PDS5A
IQGAP1	CLIC1
IQGAP1	CSNK2B
IQGAP1	IQGAP1
IQGAP1	OFD1
IQGAP1	RAB6A
IQGAP1	PSMA5
IQGAP1	PPP1R12A
IGF2R	CLIC1
IGF2R	MYC
IGF2R	HSPA1A
IGF2R	IGF2R
IGF2R	VARS
IGF2R	HSPA1L
POU4F1	CLIC1
POU4F1	EWSR1
POU4F1	MYC
POU4F1	HSPA1A
POU4F1	POU4F1
POU4F1	VARS
POU4F1	PSMA5
POU4F1	HSPA1L
POU4F1	FAM168A
CIITA	CLIC1
CIITA	HDAC5
CIITA	HSPA1A
CIITA	CIITA
CIITA	PSMA5
CIITA	HSPA1L
GRIN2A	NEDD4
GRIN2A	CLIC1
GRIN2A	TCEANC
GRIN2A	MYC
GRIN2A	HSPA1A
GRIN2A	GRIN2A
GRIN2A	GRIN3B
GRIN2A	RBX1
GRIN2A	VARS
GRIN2A	HSPA1L
GRIN2A	DNAJB7
CHTF18	CLIC1
CHTF18	MYC
CHTF18	HSPA1A
CHTF18	CHTF18
CHTF18	VARS
CHTF18	HSPA1L
AIFM1	CLIC1
AIFM1	MYC
AIFM1	HSPA1A
AIFM1	AIFM1
AIFM1	VARS
AIFM1	PSMA5
AIFM1	HSPA1L
AIFM1	DNAJB7
NIN	TTF2
NIN	CLIC1
NIN	MYC
NIN	HSPA1A
NIN	NIN
NIN	OFD1
NIN	RAB6A
NIN	HSPA1L
HPSE	CLIC1
HPSE	MYC
HPSE	ERBB2
HPSE	HSPA1A
HPSE	HPSE
HPSE	GRB7
HPSE	CHN1
HPSE	LY6G6F
SIGIRR	CLIC1
SIGIRR	MYC
SIGIRR	HSPA1A
SIGIRR	SIGIRR
SIGIRR	IRAK1
SIGIRR	VARS
SIGIRR	PSMA5
SIGIRR	HSPA1L
IL1R1	HSPA1A
IL1R1	TNFRSF10B
IL1R1	IL1R1
IL1R1	STX3
IL1R1	DDR1
IL1R1	RBX1
IL1R1	FBXO31
IL1R1	HSPA1L
TLR4	ERBB2
TLR4	HSPA4
TLR4	TLR4
TLR4	CHN1
TLR4	OFD1
TLR4	RAB6A
TLR4	AIPL1
GPSM2	TTF2
GPSM2	TACC3
GPSM2	CLIC1
GPSM2	MYC
GPSM2	HSPA1A
GPSM2	GPSM2
GPSM2	VARS
GPSM2	HSPA1L
GPSM2	CALD1
SYT11	CLIC1
SYT11	DEF6
SYT11	SH3GLB2
SYT11	MYC
SYT11	HSPA1A
SYT11	SYT11
SYT11	TTC1
SYT11	MYCBP2
SYT11	RPUSD2
SYT11	CCDC158
MSX2	CLIC1
MSX2	MYC
MSX2	HSPA1A
MSX2	MSX2
MSX2	CEBPA
MSX2	VARS
MSX2	HSPA1L
PPFIA4	ERC2
PPFIA4	CLIC1
PPFIA4	MYC
PPFIA4	HSPA1A
PPFIA4	PPFIA4
PPFIA4	PSMA5
PPFIA4	IQCB1
PPFIA4	HSPA1L
PPFIA2	ERC2
PPFIA2	CLIC1
PPFIA2	MYC
PPFIA2	HSPA1A
PPFIA2	PPFIA2
PPFIA2	PSMA5
PPFIA2	IQCB1
PPFIA2	HSPA1L
PPFIA3	ERC2
PPFIA3	CLIC1
PPFIA3	MYC
PPFIA3	HSPA1A
PPFIA3	PPFIA2
PPFIA3	PPFIA3
PPFIA3	PSMA5
PPFIA3	IQCB1
PPFIA3	HSPA1L
PPP1R12B	CLIC1
PPP1R12B	MYC
PPP1R12B	HSPA1A
PPP1R12B	PPP1R12B
PPP1R12B	ARPC2
PPP1R12B	PLEC
PPP1R12B	PPP1R12A
PPP1R12B	MYO18A
POU5F1	CSNK2B
POU5F1	BAG6
POU5F1	HSPA1A
POU5F1	POU5F1
POU5F1	DPT
POU5F1	HSPA1L
CSTA	CLIC1
CSTA	MYC
CSTA	HSPA1A
CSTA	CSTA
CSTA	VARS
CSTA	PSMA5
CSTA	HSPA1L
MTA2	CLIC1
MTA2	MYC
MTA2	HSPA1A
MTA2	MTA2
MTA2	VARS
MTA2	PSMA5
MTA2	HSPA1L
MTA1	CSNK2B
MTA1	BAG6
MTA1	HSPA1A
MTA1	MTA1
MTA1	DPT
MTA1	HSPA1L
FKBP3	CLIC1
FKBP3	MYC
FKBP3	PACSIN3
FKBP3	HSPA1A
FKBP3	FKBP3
FKBP3	VARS
FKBP3	HSPA1L
FKBP3	DNAJB7
AHR	CLIC1
AHR	MYC
AHR	HSPA1A
AHR	AHR
AHR	RBX1
AHR	VARS
AHR	HSPA1L
AHR	CYP1B1
AHR	DNAJB7
DAPK3	DAPK3
DAPK3	ARPC2
DAPK3	PLEC
DAPK3	PPP1R12A
DAPK3	MYO18A
EPM2A	CLIC1
EPM2A	SQSTM1
EPM2A	MYC
EPM2A	HSPA1A
EPM2A	EPM2A
EPM2A	VARS
EPM2A	HSPA1L
EPM2A	STBD1
CD226	CLIC1
CD226	MYC
CD226	HSPA1A
CD226	CD226
CD226	PVR
CD226	METAP2
CD226	VARS
CD226	PSMA5
CD226	HSPA1L
CLDN1	CLIC1
CLDN1	DRG1
CLDN1	MYC
CLDN1	HSPA1A
CLDN1	FEN1
CLDN1	CLDN1
CLDN1	VARS
CLDN1	PSMA5
CLDN1	HSPA1L
CLDN3	APP
CLDN3	CLIC1
CLDN3	GPANK1
CLDN3	CLDN3
CLDN3	TFPI
CLDN3	PSMA5
CLDN3	MVB12A
CLDN3	RPUSD2
CLDN3	PNKD
NR1I2	CLIC1
NR1I2	RABGEF1
NR1I2	NR1I2
NR1I2	TRAPPC2
NR1I2	PSMA5
NR1I2	RBCK1
NR1I2	VPS45
DICER1	SORT1
DICER1	TIMM13
DICER1	DICER1
DICER1	PNKD
DICER1	AAMP
CXCL8	ERBB2
CXCL8	CXCL8
CXCL8	GRB7
CXCL8	CHN1
CXCL8	LY6G6F
LRPAP1	SORT1
LRPAP1	BAG6
LRPAP1	HSPA1A
LRPAP1	LRPAP1
LRPAP1	DPT
LRPAP1	USP1
LRPAP1	HSPA1L
RELN	CLIC1
RELN	SQSTM1
RELN	MYC
RELN	HSPA1A
RELN	RELN
RELN	VARS
RELN	PSMA5
RELN	HSPA1L
LILRB1	CLIC1
LILRB1	MYC
LILRB1	HLA-B
LILRB1	HSPA1A
LILRB1	LILRB1
LILRB1	VARS
LILRB1	HSPA1L
TFB1M	CLIC1
TFB1M	MYC
TFB1M	HSPA1A
TFB1M	TFB1M
TFB1M	VARS
TFB1M	PSMA5
TFB1M	HSPA1L
TFAM	CLIC1
TFAM	MYC
TFAM	HSPA1A
TFAM	TFAM
TFAM	VARS
TFAM	PSMA5
TFAM	HSPA1L
MKNK2	CLIC1
MKNK2	MYC
MKNK2	HSPA1A
MKNK2	EXOC3
MKNK2	MKNK2
MKNK2	VARS
MKNK2	PSMA5
MKNK2	HSPA1L
TNPO2	CLIC1
TNPO2	TNPO2
TNPO2	PTPRE
TNPO2	PSMA5
TNPO2	SCARB2
TNPO2	IQCB1
TNPO2	PNKD
TNPO2	CA14
TNPO2	ST13P4
GPX1	ERBB2
GPX1	GPX1
GPX1	GRB7
GPX1	CHN1
GPX1	LY6G6F
PDCD1	CSNK2B
PDCD1	PDCD1
PDCD1	VARS
PDCD1	PDS5A
PDCD1	ACP2
PDCD1	XPO7
PDCD1	FOXI2
ADAP1	RANBP9
ADAP1	CLIC1
ADAP1	MYC
ADAP1	HSPA1A
ADAP1	ADAP1
ADAP1	VARS
ADAP1	PSMA5
ADAP1	HSPA1L
PRKD1	CLIC1
PRKD1	HDAC5
PRKD1	HSPA1A
PRKD1	PRKD1
PRKD1	PSMA5
PRKD1	HSPA1L
MTMR7	CLIC1
MTMR7	AURKA
MTMR7	HSPA1A
MTMR7	MTMR7
MTMR7	PSMA5
MTMR7	HSPA1L
MTMR6	ERBB2
MTMR6	ERBB3
MTMR6	HSPA1A
MTMR6	MTMR6
MTMR6	CHN1
MTMR6	HSPA1L
DGKZ	ERBB2
DGKZ	DGKZ
DGKZ	GRB7
DGKZ	CHN1
DGKZ	SNTB1
DGKZ	TNS2
DGKZ	ADRA1D
DGKZ	SNTG2
DGKZ	TNS1
DGKZ	LY6G6F
KCNQ3	RAB9A
KCNQ3	BAG6
KCNQ3	HSPA1A
KCNQ3	KCNQ3
KCNQ3	KCNQ5
KCNQ3	RHEB
KCNQ3	DPT
KCNQ3	HSPA1L
KCNQ3	HCCS
KCNQ3	TRIM14
KCNQ5	RAB9A
KCNQ5	BAG6
KCNQ5	HSPA1A
KCNQ5	KCNQ5
KCNQ5	RHEB
KCNQ5	DPT
KCNQ5	HSPA1L
KCNQ5	HCCS
KCNQ5	TRIM14
CHD1	CLIC1
CHD1	MYC
CHD1	HSPA1A
CHD1	CHD1
CHD1	VARS
CHD1	PSMA5
CHD1	HSPA1L
CLK1	CSNK2B
CLK1	PDE9A
CLK1	NFKBIA
CLK1	CLK1
CLK1	PRPF38A
CLK1	PDS5A
CLK1	VWA7
PODXL2	PODXL2
PODXL2	MLF1
PODXL2	TNFSF8
PODXL2	KNL1
PODXL2	ADGRE5
PODXL2	BACE2
PODXL2	ALMS1
PODXL2	GPR89A
VCAN	CSNK2B
VCAN	NFKBIA
VCAN	HSPA1A
VCAN	VCAN
VCAN	CA8
VCAN	SPDL1
VCAN	HSPA1L
LALBA	HSPA8
LALBA	HSPA1A
LALBA	LALBA
LALBA	VARS
LALBA	PPP1R12A
LALBA	HSPA1L
LALBA	CYP8B1
POU2F1	RELA
POU2F1	CSNK2B
POU2F1	NFKBIA
POU2F1	HSPA1A
POU2F1	POU2F1
POU2F1	HSPA1L
POU2F1	PNMT
POU2F2	RXRA
POU2F2	CLIC1
POU2F2	CSNK2B
POU2F2	NFKBIA
POU2F2	MYC
POU2F2	HSPA1A
POU2F2	POU2F2
POU2F2	PDS5A
POU2F2	HSPA1L
NPAT	GAPDH
NPAT	HSPA1A
NPAT	NPAT
NPAT	KNL1
NPAT	HSPA1L
NPAT	HCCS
NPAT	DNAJB7
TNF	CLIC1
TNF	CSNK2B
TNF	NFKBIA
TNF	MYC
TNF	HSPA1A
TNF	TNF
TNF	RHEB
TNF	PDS5A
BCAP29	CLIC1
BCAP29	HSPA1A
BCAP29	BCAP29
BCAP29	BCAP31
BCAP29	VARS
BCAP29	PSMA5
BCAP29	PPP6C
BCAP29	HSPA1L
BCAP29	TMEM237
CD79A	CLIC1
CD79A	MYC
CD79A	HSPA1A
CD79A	CDYL
CD79A	CD79A
CD79A	VARS
CD79A	HSPA1L
BCAP31	HSPA1A
BCAP31	BCAP31
BCAP31	VARS
BCAP31	PSMA5
BCAP31	PPP6C
BCAP31	HSPA1L
BCAP31	TMEM237
GOPC	RELA
GOPC	HSPA1A
GOPC	GOPC
GOPC	HSPA1L
GOPC	ZBTB49
GOPC	PNMT
GRK2	CSNK2B
GRK2	ERBB2
GRK2	GRK2
GRK2	GRB7
GRK2	CHN1
GRK2	PDS5A
GRK2	LY6G6F
SEMA4D	CLIC1
SEMA4D	VASP
SEMA4D	SEMA4D
SEMA4D	PSMA5
SEMA4D	SLC25A17
SEMA4D	SCGB2A2
SEMA4D	SEMA3C
UBE2N	CLIC1
UBE2N	MYC
UBE2N	HSPA1A
UBE2N	FEN1
UBE2N	UBE2N
UBE2N	VARS
UBE2N	HSPA1L
MAP3K10	HSPA1A
MAP3K10	TNFRSF10B
MAP3K10	MAP3K10
MAP3K10	STX3
MAP3K10	DDR1
MAP3K10	RBX1
MAP3K10	FBXO31
MAP3K10	HSPA1L
CIB1	CLIC1
CIB1	MYC
CIB1	TERT
CIB1	HSPA1A
CIB1	CIB1
CIB1	VARS
CIB1	HSPA1L
CIB1	DNAJB7
RHOG	CLIC1
RHOG	MYC
RHOG	HSPA1A
RHOG	RHOG
RHOG	VARS
RHOG	HSPA1L
NHLH1	CLIC1
NHLH1	MYC
NHLH1	HSPA1A
NHLH1	NHLH1
NHLH1	VARS
NHLH1	HSPA1L
NHLH1	HIVEP1
NHLH1	DNAJB7
FEZ1	CLIC1
FEZ1	AURKA
FEZ1	HSPA1A
FEZ1	FEZ1
FEZ1	ARPC2
FEZ1	PSMA5
FEZ1	HSPA1L
FEZ1	CLASP2
TDG	CLIC1
TDG	CSNK2B
TDG	MYC
TDG	HSPA1A
TDG	TDG
TDG	VARS
TDG	PSMA5
TDG	HSPA1L
SKI	CLIC1
SKI	MYC
SKI	HSPA1A
SKI	SKI
SKI	VARS
SKI	HSPA1L
SKI	DNAJB7
SMAD1	TTF2
SMAD1	CLIC1
SMAD1	MYC
SMAD1	HSPA1A
SMAD1	SMAD1
SMAD1	VARS
SMAD1	HSPA1L
HLA-G	CLIC1
HLA-G	MYC
HLA-G	HLA-B
HLA-G	HSPA1A
HLA-G	LILRB1
HLA-G	HLA-G
HLA-G	CD8A
HLA-G	VARS
HLA-G	HSPA1L
HLA-G	CD8B
RGL4	CLIC1
RGL4	MYC
RGL4	HSPA1A
RGL4	FEN1
RGL4	RGL4
RGL4	RHEB
RGL4	RAP1A
RGL4	VARS
RGL4	HSPA1L
NPHP1	CLIC1
NPHP1	MYC
NPHP1	HSPA1A
NPHP1	NPHP1
NPHP1	OFD1
NPHP1	RAB6A
NPHP1	HK1
NPHP1	TMEM237
NPHP1	HKDC1
NPHP3	CLIC1
NPHP3	PDE9A
NPHP3	NPHP3
NPHP3	PSMA5
NPHP3	IQCB1
NPHP3	MRPL16
NPHP3	SNX11
NPHP3	MRPS30
NPHP3	C9orf106
YWHAH	HSPA1A
YWHAH	YWHAH
YWHAH	PEF1
YWHAH	RMND5A
YWHAH	KIAA0930
YWHAH	HSPA1L
YWHAH	EPPK1
RIMS1	SORT1
RIMS1	BAG6
RIMS1	HSPA1A
RIMS1	RIMS1
RIMS1	DPT
RIMS1	USP1
RIMS1	HSPA1L
RIMS1	MYH1
DNMT1	CLIC1
DNMT1	CSNK2B
DNMT1	NFKBIA
DNMT1	MYC
DNMT1	HSPA1A
DNMT1	DNMT1
DNMT1	PDS5A
DNMT1	HSPA1L
GSPT1	CLIC1
GSPT1	MYC
GSPT1	HSPA1A
GSPT1	GSPT1
GSPT1	VARS
GSPT1	PSMA5
GSPT1	HSPA1L
KIRREL1	SORT1
KIRREL1	KIRREL1
KIRREL1	ARPC2
KIRREL1	SPTBN2
KIRREL1	CTDSPL
KIRREL1	PPP1R12A
KIRREL1	MYO18A
USP33	CLIC1
USP33	MYC
USP33	HSPA1A
USP33	USP33
USP33	VARS
USP33	PSMA5
USP33	HSPA1L
USP20	CLIC1
USP20	MYC
USP20	HSPA1A
USP20	USP20
USP20	ARPC2
USP20	PLEC
USP20	PPP1R12A
USP20	HSPA1L
USP20	MYO18A
NGB	CLIC1
NGB	MYC
NGB	HSPA1A
NGB	PTEN
NGB	NGB
NGB	VARS
NGB	PSMA5
NGB	HSPA1L
NGB	DNAJB7
ACTN2	SORT1
ACTN2	ING1
ACTN2	ACTN2
ACTN2	USP1
ACTN2	BRMS1L
ACTN2	MYH1
TRPC5	CLIC1
TRPC5	MYC
TRPC5	HSPA1A
TRPC5	TRPC5
TRPC5	VARS
TRPC5	SEC24B
TRPC5	HSPA1L
ARHGAP32	SORT1
ARHGAP32	BAG6
ARHGAP32	HSPA1A
ARHGAP32	ARHGAP32
ARHGAP32	DPT
ARHGAP32	USP1
ARHGAP32	HSPA1L
GRIN2B	CLIC1
GRIN2B	MYC
GRIN2B	HSPA1A
GRIN2B	EXOC3
GRIN2B	GRIN2B
GRIN2B	VARS
GRIN2B	HSPA1L
TRPC4	CLIC1
TRPC4	MYC
TRPC4	HSPA1A
TRPC4	TRPC5
TRPC4	TRPC4
TRPC4	VARS
TRPC4	SEC24B
TRPC4	PSMA5
TRPC4	HSPA1L
LILRB2	CLIC1
LILRB2	MYC
LILRB2	HLA-B
LILRB2	HSPA1A
LILRB2	LILRB2
LILRB2	VARS
LILRB2	HSPA1L
PFKFB2	BAG6
PFKFB2	HSPA1A
PFKFB2	PFKFB2
PFKFB2	DPT
PFKFB2	PEF1
PFKFB2	KIAA0930
PFKFB2	HSPA1L
PFKFB2	RAB3IP
CASP5	CLIC1
CASP5	MYC
CASP5	CASP4
CASP5	HSPA1A
CASP5	CASP5
CASP5	VARS
CASP5	PSMA5
CASP5	PSMB1
CASP5	HSPA1L
NUDC	NUDC
NUDC	OFD1
NUDC	RAB6A
NUDC	AIP
NUDC	ATP6V1G1
MARCO	CLIC1
MARCO	MYC
MARCO	HSPA1A
MARCO	MARCO
MARCO	VARS
MARCO	PSMA5
MARCO	DDX55
MARCO	HSPA1L
MARCO	GTPBP4
NPHS1	CLIC1
NPHS1	MYC
NPHS1	HSPA1A
NPHS1	FYN
NPHS1	NPHS1
NPHS1	ARPC2
NPHS1	PLEC
NPHS1	PPP1R12A
NPHS1	MYO18A
GATA4	ID1
GATA4	CLIC1
GATA4	MYC
GATA4	HSPA1A
GATA4	GATA4
GATA4	VARS
GATA4	PSMA5
GATA4	CHD1L
GATA4	HSPA1L
TBX5	KAT5
TBX5	CLIC1
TBX5	MYC
TBX5	HSPA1A
TBX5	TBX5
TBX5	IKZF3
TBX5	VARS
TBX5	HSPA1L
NKX2-5	ID1
NKX2-5	CLIC1
NKX2-5	MYC
NKX2-5	HSPA1A
NKX2-5	NKX2-5
NKX2-5	VARS
NKX2-5	PSMA5
NKX2-5	CHD1L
NKX2-5	HSPA1L
SLC1A1	HSPA1A
SLC1A1	TNFRSF10B
SLC1A1	SLC1A1
SLC1A1	STX3
SLC1A1	DDR1
SLC1A1	RBX1
SLC1A1	FBXO31
SLC1A1	HSPA1L
SLC1A1	SLC25A17
RAP1A	CLIC1
RAP1A	MYC
RAP1A	HSPA1A
RAP1A	FEN1
RAP1A	RHEB
RAP1A	RAP1A
RAP1A	HSPA1L
RALA	LSM2
RALA	CDK5RAP3
RALA	HSPA1A
RALA	RALA
RALA	CRMP1
RALA	RBX1
RALA	FBH1
RALA	HSPA1L
INSIG1	LILRB1
INSIG1	INSIG1
INSIG1	HLA-C
INSIG1	CD8A
INSIG1	PPM1E
INSIG1	RNF139
INSIG1	CD8B
RND3	CLIC1
RND3	MYC
RND3	HSPA1A
RND3	RND3
RND3	CIT
RND3	UBTF
RND3	VARS
RND3	EDA
RND3	HSPA1L
RND2	CLIC1
RND2	MYC
RND2	HSPA1A
RND2	RND2
RND2	RACGAP1
RND2	VARS
RND2	PSMA5
RND2	HSPA1L
CDT1	ORC1
CDT1	CLIC1
CDT1	MYC
CDT1	TIMM13
CDT1	HSPA1A
CDT1	CDT1
CDT1	VARS
CDT1	HSPA1L
S100A7	CLIC1
S100A7	MYC
S100A7	HSPA1A
S100A7	S100A7
S100A7	CA8
S100A7	VARS
S100A7	HSPA1L
CYFIP2	CLIC1
CYFIP2	VASP
CYFIP2	MYC
CYFIP2	HSPA1A
CYFIP2	CYFIP2
CYFIP2	PTPRE
CYFIP2	PSMA5
CYFIP2	HSPA1L
CYFIP2	ST13P4
CDK5	CSNK2B
CDK5	BAG6
CDK5	HSPA1A
CDK5	CDK5
CDK5	DPT
CDK5	HSPA1L
NES	CLIC1
NES	MYC
NES	HSPA1A
NES	NES
NES	VARS
NES	PSMA5
NES	HSPA1L
RAB4A	CLIC1
RAB4A	CSNK2B
RAB4A	NFKBIA
RAB4A	MYC
RAB4A	HSPA1A
RAB4A	RAB4A
RAB4A	PDS5A
RAB4A	RAB11FIP1
RAB4A	RELT
RAB4A	PIP4K2A
CDK9	HSPA1A
CDK9	CDK9
CDK9	VARS
CDK9	PPP1R12A
CDK9	HSPA1L
RPS6KA1	CLIC1
RPS6KA1	CSNK2B
RPS6KA1	NFKBIA
RPS6KA1	MYC
RPS6KA1	HSPA1A
RPS6KA1	RPS6KA1
RPS6KA1	PDS5A
RPS6KA1	HSPA1L
RPS6KA1	DDAH2
RPS6KA2	CLIC1
RPS6KA2	CSNK2B
RPS6KA2	NFKBIA
RPS6KA2	MYC
RPS6KA2	HSPA1A
RPS6KA2	RPS6KA2
RPS6KA2	PDS5A
RPS6KA2	HSPA1L
SNTG1	CLIC1
SNTG1	MYC
SNTG1	HSPA1A
SNTG1	SNTG1
SNTG1	TRAPPC2
SNTG1	PSMA5
SNTG1	HSPA1L
SNTG1	VPS45
VAMP2	CLIC1
VAMP2	MYC
VAMP2	HSPA1A
VAMP2	EXOC3
VAMP2	VAMP2
VAMP2	VARS
VAMP2	HSPA1L
STX2	SNAP25
STX2	HSPA1A
STX2	STX2
STX2	STX3
STX2	RBX1
STX2	FBXO31
STX2	HSPA1L
STX2	DNAJB7
STX3	HSPA1A
STX3	STX3
STX3	RBX1
STX3	FBXO31
STX3	HSPA1L
MYLIP	CLIC1
MYLIP	DEF6
MYLIP	MYC
MYLIP	HSPA1A
