seed	genes
FOXN1	HSPA1A
FOXN1	VARS
FOXN1	PSMA5
FOXN1	HSPA1L
FOXN1	FOXN1
FOXO6	CLIC1
FOXO6	MYC
FOXO6	HSPA1A
FOXO6	VARS
FOXO6	PSMA5
FOXO6	HSPA1L
FOXO6	FOXO6
FKBP15	CLIC1
FKBP15	MYC
FKBP15	HSPA1A
FKBP15	AIPL1
FKBP15	VPS26A
FKBP15	HSPA1L
FKBP15	FKBP15
FKBP15	FAM102B
FOXQ1	CSNK2B
FOXQ1	NFKBIA
FOXQ1	VARS
FOXQ1	PDS5A
FOXQ1	FOXQ1
ASXL3	CLIC1
ASXL3	MYC
ASXL3	HSPA1A
ASXL3	VARS
ASXL3	PSMA5
ASXL3	BAP1
ASXL3	HSPA1L
ASXL3	ASXL3
ASXL3	DNAJB7
GLIS3	NEDD4
GLIS3	TCEANC
GLIS3	HSPA1A
GLIS3	RBX1
GLIS3	HSPA1L
GLIS3	GLIS3
GLIS3	DNAJB7
HOXA2	KIF1BP
HOXA2	OFD1
HOXA2	RAB6A
HOXA2	AIP
HOXA2	PNKD
HOXA2	NDE1
HOXA2	MKRN3
HOXA2	HOXA2
RNF165	HSPA1A
RNF165	UBE2E3
RNF165	RBX1
RNF165	TRIM45
RNF165	HSPA1L
RNF165	RNF165
HTN3	CLIC1
HTN3	MYC
HTN3	HSPA1A
HTN3	VARS
HTN3	HSPA1L
HTN3	HTN3
HTN3	LYZ
CACTIN	CLIC1
CACTIN	MYC
CACTIN	HSPA1A
CACTIN	KIF11
CACTIN	VARS
CACTIN	HSPA1L
CACTIN	CACTIN
SLC25A26	CLIC1
SLC25A26	MYC
SLC25A26	HSPA1A
SLC25A26	VARS
SLC25A26	PSMA5
SLC25A26	HSPA1L
SLC25A26	SLC25A26
PAQR3	CLIC1
PAQR3	MYC
PAQR3	HSPA1A
PAQR3	DDB2
PAQR3	VARS
PAQR3	PSMA5
PAQR3	HSPA1L
PAQR3	PAQR3
ZC3H12D	CLIC1
ZC3H12D	MYC
ZC3H12D	HSPA1A
ZC3H12D	KPNA2
ZC3H12D	VARS
ZC3H12D	PSMA5
ZC3H12D	HSPA1L
ZC3H12D	ZC3H12A
ZC3H12D	ZC3H12D
FBXO30	KIF1BP
FBXO30	OFD1
FBXO30	RAB6A
FBXO30	SCARB2
FBXO30	PNKD
FBXO30	FBXO30
USP35	RELA
USP35	CNNM3
USP35	HSPA1A
USP35	TMEM173
USP35	HSPA1L
USP35	USP35
USP35	PNMT
IRGM	EED
IRGM	CSNK2B
IRGM	ULK1
IRGM	MAP1LC3B
IRGM	VARS
IRGM	PDS5A
IRGM	AAMP
IRGM	IRGM
CERKL	ERBB2
CERKL	ERBB3
CERKL	PPM1B
CERKL	HSPA1A
CERKL	CHN1
CERKL	HSPA1L
CERKL	CERKL
RHOU	BNIPL
RHOU	EGFR
RHOU	HSPA1A
RHOU	ZNF20
RHOU	VARS
RHOU	EIF4B
RHOU	HSPA1B
RHOU	HSPA1L
RHOU	RHOU
FNIP2	EGFR
FNIP2	HSPA1A
FNIP2	VARS
FNIP2	HSPA1B
FNIP2	HSPA1L
FNIP2	AAMP
FNIP2	FNIP2
SLC22A11	CLIC1
SLC22A11	HSPA1A
SLC22A11	FUS
SLC22A11	PSMA5
SLC22A11	ST13
SLC22A11	HSPA1L
SLC22A11	SLC22A11
FAM193B	CLIC1
FAM193B	CDC25A
FAM193B	MYC
FAM193B	ERBB2
FAM193B	HSPA1A
FAM193B	GRB7
FAM193B	CHN1
FAM193B	FAM193B
FAM193B	LY6G6F
FAM104A	CLIC1
FAM104A	MYC
FAM104A	HSPA1A
FAM104A	NSFL1C
FAM104A	VARS
FAM104A	HSPA1L
FAM104A	FAM104A
FAM104A	DNAJB7
GPR17	CSNK2B
GPR17	ERBB2
GPR17	GRK2
GPR17	GRB7
GPR17	CHN1
GPR17	PDS5A
GPR17	GPR17
GPR17	LY6G6F
TBC1D30	HSPA1A
TBC1D30	STX3
TBC1D30	RBX1
TBC1D30	FBXO31
TBC1D30	HSPA1L
TBC1D30	TBC1D30
TBC1D30	DNAJB7
SLC22A8	NEDD4
SLC22A8	TCEANC
SLC22A8	HSPA1A
SLC22A8	RBX1
SLC22A8	HSPA1L
SLC22A8	SLC22A8
SLC22A8	DNAJB7
ABCG1	NEDD4
ABCG1	TCEANC
ABCG1	HSPA1A
ABCG1	RBX1
ABCG1	HSPA1L
ABCG1	ABCG1
ABCG1	DNAJB7
SIL1	OFD1
SIL1	RAB6A
SIL1	AIP
SIL1	CEP192
SIL1	SIL1
SIL1	ALMS1
RNF152	EED
RNF152	CSNK2B
RNF152	NFKBIA
RNF152	VARS
RNF152	PDS5A
RNF152	UBE2W
RNF152	LMNB2
RNF152	RNF152
MIR363	NUFIP2
MIR363	TMEM268
MIR363	CHRNA9
MIR363	MIR363
MIR363	ANKRD10
MIRLET7A1	NUFIP2
MIRLET7A1	TMEM268
MIRLET7A1	CHRNA9
MIRLET7A1	MIRLET7A1
MIRLET7A1	ANKRD10
VPS8	KIF1BP
VPS8	OFD1
VPS8	RAB6A
VPS8	SCARB2
VPS8	PNKD
VPS8	VPS8
IFT74	OFD1
IFT74	RAB6A
IFT74	AIP
IFT74	ANKRD55
IFT74	IFT74
UNC13A	CSNK2B
UNC13A	EPB41L3
UNC13A	NFKBIA
UNC13A	PDS5A
UNC13A	DDAH2
UNC13A	UNC13A
IFT52	NUFIP2
IFT52	ANKRD55
IFT52	CHRNA9
IFT52	TTC30A
IFT52	TTC30B
IFT52	IFT52
IFT52	ANKRD10
IFT52	LNPK
EDEM2	CLIC1
EDEM2	TRAPPC2
EDEM2	PSMA5
EDEM2	DCT
EDEM2	EDEM2
EDEM2	TMPRSS11B
EDEM2	BACE2
EDEM2	SLC16A10
EDEM3	CLIC1
EDEM3	MYC
EDEM3	HSPA1A
EDEM3	VARS
EDEM3	HSPA1L
EDEM3	EDEM3
EDEM3	DNAJB7
ESRRB	ERBB2
ESRRB	HSPA1A
ESRRB	CHN1
ESRRB	HSPA1L
ESRRB	TNFAIP2
ESRRB	ESRRB
MAP7D3	ERBB2
MAP7D3	HDAC6
MAP7D3	HSPA1A
MAP7D3	CHN1
MAP7D3	HSPA1B
MAP7D3	HSPA1L
MAP7D3	MAP7D3
EXD2	CLIC1
EXD2	MYC
EXD2	HSPA1A
EXD2	VARS
EXD2	ASPH
EXD2	HSPA1L
EXD2	EXD2
ZNF618	CLIC1
ZNF618	MYC
ZNF618	HSPA1A
ZNF618	VARS
ZNF618	UHRF2
ZNF618	HSPA1L
ZNF618	ZNF618
ZNF618	DNAJB7
UBR3	CSNK2B
UBR3	BAG6
UBR3	HSPA1A
UBR3	DPT
UBR3	HSPA1L
UBR3	UBR3
MTMR3	CLIC1
MTMR3	MAPK1IP1L
MTMR3	MYC
MTMR3	HSPA1A
MTMR3	PTPN7
MTMR3	VARS
MTMR3	HSPA1L
MTMR3	MTMR3
MTMR3	DNAJB7
SELENOK	CSNK2B
SELENOK	HSPA1A
SELENOK	VCP
SELENOK	ARPC2
SELENOK	PPP1R12A
SELENOK	HSPA1L
SELENOK	SELENOK
RNF121	CLIC1
RNF121	CSNK2B
RNF121	NFKBIA
RNF121	MYC
RNF121	HSPA1A
RNF121	PDS5A
RNF121	RNF121
ETFRF1	CLIC1
ETFRF1	MYC
ETFRF1	HSPA1A
ETFRF1	CYCS
ETFRF1	VARS
ETFRF1	PRDX2
ETFRF1	HSPA1L
ETFRF1	GLRX2
ETFRF1	ETFRF1
IVD	SH3GLB2
IVD	RPUSD2
IVD	MRPS30
IVD	MRPL18
IVD	PMPCA
IVD	IVD
COQ9	EED
COQ9	CSNK2B
COQ9	VARS
COQ9	PDS5A
COQ9	INTS1
COQ9	NDUFS7
COQ9	HCCS
COQ9	COQ9
COQ9	INTS6L
PREPL	CLIC1
PREPL	PSMA5
PREPL	IQCB1
PREPL	MRPL16
PREPL	MRPL41
PREPL	MRPS30
PREPL	MRPL18
PREPL	PREPL
DHRS4	TRIM37
DHRS4	PEX5
DHRS4	RASD1
DHRS4	MKRN3
DHRS4	TRIM65
DHRS4	CDC20B
DHRS4	DHRS4
PPTC7	CLIC1
PPTC7	HSPA1A
PPTC7	VARS
PPTC7	PSMA5
PPTC7	PPP6C
PPTC7	HSPA1L
PPTC7	PPTC7
PPTC7	DBT
PPTC7	SPHKAP
SPRYD4	SH3GLB2
SPRYD4	RPUSD2
SPRYD4	MRPS30
SPRYD4	MRPL18
SPRYD4	PMPCA
SPRYD4	SPRYD4
SUGCT	CYCS
SUGCT	RPUSD2
SUGCT	MRPS30
SUGCT	MRPL18
SUGCT	GLRX2
SUGCT	PMPCA
SUGCT	SUGCT
CISD3	CSNK2B
CISD3	EPB41L3
CISD3	PDS5A
CISD3	DDAH2
CISD3	CISD3
CISD3	CACNG5
CISD3	ZNF316
PHYHIPL	PDE9A
PHYHIPL	TP53RK
PHYHIPL	VARS
PHYHIPL	IDE
PHYHIPL	OPA3
PHYHIPL	MTMR10
PHYHIPL	XPNPEP3
PHYHIPL	PHYHIPL
PHYHIPL	C9orf106
PRSS35	CLIC1
PRSS35	MYC
PRSS35	HSPA1A
PRSS35	VARS
PRSS35	PSMA5
PRSS35	HSPA1L
PRSS35	OXCT1
PRSS35	PRSS35
FMC1	SH3GLB2
FMC1	CYCS
FMC1	RPUSD2
FMC1	MRPS30
FMC1	MRPL18
FMC1	GLRX2
FMC1	PMPCA
FMC1	FMC1
COQ8B	CLIC1
COQ8B	MYC
COQ8B	TIMM13
COQ8B	HSPA1A
COQ8B	VARS
COQ8B	PSMA5
COQ8B	HSPA1L
COQ8B	TIMM50
COQ8B	COQ8B
CHCHD1	SH3GLB2
CHCHD1	RPUSD2
CHCHD1	MRPS30
CHCHD1	MRPL18
CHCHD1	PMPCA
CHCHD1	CHCHD1
APOOL	SH3GLB2
APOOL	RPUSD2
APOOL	MRPS30
APOOL	MRPL18
APOOL	PMPCA
APOOL	APOOL
CHCHD10	PRRC2A
CHCHD10	CLIC1
CHCHD10	MYC
CHCHD10	TIMM13
CHCHD10	HSPA1A
CHCHD10	VARS
CHCHD10	HSPA1L
CHCHD10	TIMM50
CHCHD10	CHCHD10
NDUFAF4	EED
NDUFAF4	CSNK2B
NDUFAF4	VARS
NDUFAF4	PDS5A
NDUFAF4	INTS1
NDUFAF4	NDUFS7
NDUFAF4	NDUFAF4
NDUFAF4	INTS6L
HDHD5	RAB9A
HDHD5	BAG6
HDHD5	HSPA1A
HDHD5	RHEB
HDHD5	DPT
HDHD5	HSPA1L
HDHD5	HCCS
HDHD5	HDHD5
HDHD5	TRIM14
COQ7	CYCS
COQ7	RPUSD2
COQ7	MRPS30
COQ7	MRPL18
COQ7	GLRX2
COQ7	PMPCA
COQ7	COQ7
COQ2	CLIC1
COQ2	MYC
COQ2	HSPA1A
COQ2	VARS
COQ2	PGK1
COQ2	HSPA1L
COQ2	MRPS30
COQ2	COQ2
LACTB	CSNK2B
LACTB	PAXIP1
LACTB	FEN1
LACTB	ARPC2
LACTB	PPP1R12A
LACTB	AAMP
LACTB	MYO18A
LACTB	LACTB
TAMM41	TNFSF8
TAMM41	KNL1
TAMM41	TAMM41
TAMM41	ADGRE5
TAMM41	BACE2
TAMM41	GPR89A
ADCK2	CLIC1
ADCK2	MYC
ADCK2	ERBB2
ADCK2	HSPA1A
ADCK2	GRB7
ADCK2	PDK2
ADCK2	CHN1
ADCK2	PDHB
ADCK2	ADCK2
ADCK2	LY6G6F
COQ10A	SH3GLB2
COQ10A	RPUSD2
COQ10A	MRPS30
COQ10A	MRPL18
COQ10A	PMPCA
COQ10A	COQ10A
COQ10B	CLIC1
COQ10B	MYC
COQ10B	HSPA1A
COQ10B	CYCS
COQ10B	VARS
COQ10B	PRDX2
COQ10B	HSPA1L
COQ10B	GLRX2
COQ10B	COQ10B
SDHAF4	SH3GLB2
SDHAF4	RPUSD2
SDHAF4	CCDC158
SDHAF4	MRPS30
SDHAF4	MRPL18
SDHAF4	PMPCA
SDHAF4	SDHAF4
TFF3	CLIC1
TFF3	CSNK2B
TFF3	NFKBIA
TFF3	MYC
TFF3	HSPA1A
TFF3	PDS5A
TFF3	HSPA1L
TFF3	AKR1C1
TFF3	AKR1D1
TFF3	TFF3
TFF3	APLNR
UBIAD1	ERBB2
UBIAD1	HSPA4
UBIAD1	VEGFA
UBIAD1	CHN1
UBIAD1	OFD1
UBIAD1	RAB6A
UBIAD1	AIPL1
UBIAD1	UBIAD1
SOAT1	OFD1
SOAT1	RAB6A
SOAT1	SLC25A17
SOAT1	TMEM41A
SOAT1	TCTN3
SOAT1	CC2D2A
SOAT1	SOAT1
SOAT1	GPR89A
TRPA1	DOCK10
TRPA1	VARS
TRPA1	CYLD
TRPA1	HSPA1B
TRPA1	MRPS30
TRPA1	TRPA1
TRPA1	MLLT11
STH	RELA
STH	HSPA1A
STH	PPARD
STH	PRDX6
STH	HSPA1L
STH	STH
STH	PNMT
CASTOR2	CLIC1
CASTOR2	MYC
CASTOR2	HSPA1A
CASTOR2	VARS
CASTOR2	PSMA5
CASTOR2	WDR59
CASTOR2	HSPA1L
CASTOR2	CASTOR2
COA3	EGFR
COA3	HSPA1A
COA3	VARS
COA3	HSPA1B
COA3	HSPA1L
COA3	AAMP
COA3	COA3
CIDEC	CLIC1
CIDEC	MYC
CIDEC	ERBB2
CIDEC	HSPA1A
CIDEC	GRB7
CIDEC	CHN1
CIDEC	TOP1
CIDEC	CIDEC
CIDEC	LY6G6F
PLPP1	CLIC1
PLPP1	RABGEF1
PLPP1	TRAPPC2
PLPP1	PSMA5
PLPP1	DAZAP1
PLPP1	VPS45
PLPP1	FAHD1
PLPP1	PLPP1
KLHL8	CSNK2B
KLHL8	HSPA1A
KLHL8	BMI1
KLHL8	PDS5A
KLHL8	HSPA1L
KLHL8	KLHL8
NGRN	CLIC1
NGRN	CSNK2B
NGRN	NFKBIA
NGRN	MYC
NGRN	HSPA1A
NGRN	FBXW11
NGRN	PDS5A
NGRN	KNL1
NGRN	NGRN
FCER1G	CLIC1
FCER1G	MYC
FCER1G	HSPA1A
FCER1G	FYN
FCER1G	ARPC2
FCER1G	GP6
FCER1G	PLEC
FCER1G	PPP1R12A
FCER1G	HSPA1L
FCER1G	MYO18A
FCER1G	FCER1G
UGT1A6	CLIC1
UGT1A6	MYC
UGT1A6	HSPA1A
UGT1A6	RBX1
UGT1A6	VARS
UGT1A6	PSMA5
UGT1A6	UBE2G1
UGT1A6	HSPA1L
UGT1A6	CYP3A4
UGT1A6	UGT1A6
UGT1A6	DNAJB7
UGT1A1	CLIC1
UGT1A1	HSPA1A
UGT1A1	COPZ1
UGT1A1	SUB1
UGT1A1	PSMA5
UGT1A1	ST13
UGT1A1	HSPA1L
UGT1A1	UGT1A1
RCSD1	CLIC1
RCSD1	MYC
RCSD1	HSPA1A
RCSD1	PTPN7
RCSD1	VARS
RCSD1	MAPKAPK3
RCSD1	HSPA1L
RCSD1	RCSD1
RCSD1	DNAJB7
ANGPT2	CLIC1
ANGPT2	CSNK2B
ANGPT2	NFKBIA
ANGPT2	MYC
ANGPT2	HSPA1A
ANGPT2	PDS5A
ANGPT2	HSPA1L
ANGPT2	ANGPT2
NEPRO	RELA
NEPRO	TIMM13
NEPRO	HSPA1A
NEPRO	POP4
NEPRO	RBM4B
NEPRO	HSPA1L
NEPRO	NEPRO
SPATA5	CLIC1
SPATA5	HSPA1A
SPATA5	EFTUD2
SPATA5	VARS
SPATA5	HSPA1L
SPATA5	SLC4A7
SPATA5	SPATA5
FAM210A	CLIC1
FAM210A	MYL6
FAM210A	MYC
FAM210A	HSPA1A
FAM210A	ARPC2
FAM210A	PLEC
FAM210A	PPP1R12A
FAM210A	MYO18A
FAM210A	FAM210A
TMEM165	CLIC1
TMEM165	MYC
TMEM165	HSPA1A
TMEM165	ARPC2
TMEM165	PLEC
TMEM165	PPP1R12A
TMEM165	HSPA1L
TMEM165	MYO18A
TMEM165	TMEM165
SPOUT1	CLIC1
SPOUT1	CSNK2B
SPOUT1	NFKBIA
SPOUT1	MYC
SPOUT1	HSPA1A
SPOUT1	PDS5A
SPOUT1	HSPA1L
SPOUT1	SPOUT1
LRIG2	EGFR
LRIG2	HSPA1A
LRIG2	VARS
LRIG2	HSPA1B
LRIG2	HSPA1L
LRIG2	LRIG2
ANKRD49	CLIC1
ANKRD49	RABGEF1
ANKRD49	TRAPPC2
ANKRD49	FKBPL
ANKRD49	PSMA5
ANKRD49	RBCK1
ANKRD49	VPS45
ANKRD49	ANKRD49
RBM48	TRIB3
RBM48	CLIC1
RBM48	CSNK2B
RBM48	NFKBIA
RBM48	MYC
RBM48	HSPA1A
RBM48	PDS5A
RBM48	RBM48
CARTPT	CLIC1
CARTPT	MYC
CARTPT	HSPA1A
CARTPT	CEACAM1
CARTPT	ANXA2
CARTPT	ARPC2
CARTPT	PPP1R12A
CARTPT	MYO18A
CARTPT	CARTPT
CARTPT	CCDC32
CA5A	DEF6
CA5A	SH3GLB2
CA5A	MYCBP2
CA5A	RPUSD2
CA5A	CCDC158
CA5A	MRPS30
CA5A	MRPL18
CA5A	PMPCA
CA5A	CA5A
ELMO2	RAC2
ELMO2	CLIC1
ELMO2	DEF6
ELMO2	MYC
ELMO2	HSPA1A
ELMO2	MYCBP2
ELMO2	HSPA1L
ELMO2	ELMO2
ELMO3	CSNK2B
ELMO3	NFKBIA
ELMO3	VARS
ELMO3	PDS5A
ELMO3	SYMPK
ELMO3	FOXI2
ELMO3	ELMO3
MBTD1	CLIC1
MBTD1	MYC
MBTD1	HSPA1A
MBTD1	RBX1
MBTD1	VARS
MBTD1	ING3
MBTD1	HSPA1L
MBTD1	MBTD1
MBTD1	DNAJB7
ATP6V0A2	CLIC1
ATP6V0A2	MYC
ATP6V0A2	HSPA1A
ATP6V0A2	HLA-DQA1
ATP6V0A2	RPS15
ATP6V0A2	HSPA1L
ATP6V0A2	ACP2
ATP6V0A2	ATP6V0A2
ATP6V0A2	TYW1
GKN1	CLIC1
GKN1	MYC
GKN1	HSPA1A
GKN1	VARS
GKN1	PSMA5
GKN1	HSPA1L
GKN1	HTN3
GKN1	GKN1
GKN1	LYZ
GKN1	MUC7
VANGL2	CLIC1
VANGL2	MYC
VANGL2	HSPA1A
VANGL2	CDH5
VANGL2	VARS
VANGL2	PSMA5
VANGL2	HSPA1L
VANGL2	VANGL2
ENPP1	CLIC1
ENPP1	MYC
ENPP1	HSPA1A
ENPP1	FANCE
ENPP1	VARS
ENPP1	PSMA5
ENPP1	PSMB1
ENPP1	HSPA1L
ENPP1	ENPP1
CLEC1B	EGFR
CLEC1B	HSPA1A
CLEC1B	DUSP3
CLEC1B	VARS
CLEC1B	HSPA1B
CLEC1B	HSPA1L
CLEC1B	AAMP
CLEC1B	CLEC1B
CLEC1B	TMBIM1
KBTBD2	RXRA
KBTBD2	CLIC1
KBTBD2	CSNK2B
KBTBD2	NFKBIA
KBTBD2	MYC
KBTBD2	HSPA1A
KBTBD2	VARS
KBTBD2	PDS5A
KBTBD2	HSPA1L
KBTBD2	KBTBD2
KBTBD2	ALOX15B
AQP2	ERBB2
AQP2	HSPA4
AQP2	CHN1
AQP2	OFD1
AQP2	RAB6A
AQP2	AIPL1
AQP2	AQP2
CD207	HSPA8
CD207	HSPA1A
CD207	VARS
CD207	AIPL1
CD207	PPP1R12A
CD207	HSPA1L
CD207	CD207
CD207	CYP8B1
CFHR5	CSNK2B
CFHR5	NFKBIA
CFHR5	HSPA1A
CFHR5	CA8
CFHR5	SPDL1
CFHR5	C3
CFHR5	HSPA1L
CFHR5	GDPD1
CFHR5	CFHR5
CFHR5	ITGAX
CYBRD1	CLIC1
CYBRD1	MYC
CYBRD1	HSPA1A
CYBRD1	ARPC2
CYBRD1	PLEC
CYBRD1	PPP1R12A
CYBRD1	MYO18A
CYBRD1	CYBRD1
EFHC1	SH3GLB2
EFHC1	IKZF3
EFHC1	RPUSD2
EFHC1	CCDC158
EFHC1	EFHC1
FBLN5	CSNK2B
FBLN5	PAXIP1
FBLN5	ARPC2
FBLN5	PPP1R12A
FBLN5	AAMP
FBLN5	MYO18A
FBLN5	FBLN5
LHFPL5	SLC25A17
LHFPL5	STBD1
LHFPL5	CCDC155
LHFPL5	NSG1
LHFPL5	TMEM41A
LHFPL5	TCTN3
LHFPL5	LHFPL5
LHFPL5	GPR89A
MGST2	EGFR
MGST2	HSPA1A
MGST2	VARS
MGST2	HSPA1B
MGST2	HSPA1L
MGST2	AAMP
MGST2	MGST2
MMAB	CLIC1
MMAB	CSNK2B
MMAB	ARPC2
MMAB	CUL7
MMAB	PSMA5
MMAB	PPP1R12A
MMAB	MYO18A
MMAB	MMAB
NEUROG3	HSPA1A
NEUROG3	CDK9
NEUROG3	VARS
NEUROG3	PPP1R12A
NEUROG3	ARID3B
NEUROG3	HSPA1L
NEUROG3	RMDN2
NEUROG3	NEUROG3
SLC5A11	CLIC1
SLC5A11	MYC
SLC5A11	HSPA1A
SLC5A11	LINGO1
SLC5A11	VARS
SLC5A11	LINGO2
SLC5A11	HSPA1L
SLC5A11	NANS
SLC5A11	NAXD
SLC5A11	SLC5A11
ZDHHC9	NUFIP2
ZDHHC9	TMEM268
ZDHHC9	CHRNA9
ZDHHC9	ZDHHC9
ZDHHC9	ANKRD10
ZNF304	CLIC1
ZNF304	MYC
ZNF304	HSPA1A
ZNF304	VARS
ZNF304	PSMA5
ZNF304	USP28
ZNF304	HSPA1L
ZNF304	ZNF304
SPOPL	CLIC1
SPOPL	MYC
SPOPL	HSPA1A
SPOPL	EPS15
SPOPL	VARS
SPOPL	HSPA1B
SPOPL	HSPA1L
SPOPL	SPOPL
SPOPL	DNAJB7
UBE3B	CLIC1
UBE3B	MYC
UBE3B	HSPA1A
UBE3B	VARS
UBE3B	PSMA5
UBE3B	IQCB1
UBE3B	HSPA1L
UBE3B	UBE3B
IFI27	ORC1
IFI27	CLIC1
IFI27	MYC
IFI27	HSPA1A
IFI27	SKP2
IFI27	OFD1
IFI27	RAB6A
IFI27	HSPA1L
IFI27	IFI27
IFI27	ALMS1
RHBDD1	RELA
RHBDD1	HSPA1A
RHBDD1	NUFIP2
RHBDD1	HSPA1L
RHBDD1	TMEM268
RHBDD1	FAM189B
RHBDD1	CHRNA9
RHBDD1	RHBDD1
RHBDD1	ANKRD10
KCTD2	CLIC1
KCTD2	MYC
KCTD2	HSPA1A
KCTD2	VARS
KCTD2	PSMA5
KCTD2	HSPA1L
KCTD2	KCTD2
CACUL1	CSNK2B
CACUL1	NFKBIA
CACUL1	PML
CACUL1	PDS5A
CACUL1	KNL1
CACUL1	CACUL1
SLC16A1	CLIC1
SLC16A1	MYC
SLC16A1	HSPA1A
SLC16A1	VARS
SLC16A1	PSMA5
SLC16A1	HSPA1L
SLC16A1	SLC16A1
PMEPA1	NEDD4
PMEPA1	TCEANC
PMEPA1	HSPA1A
PMEPA1	RBX1
PMEPA1	HSPA1L
PMEPA1	PMEPA1
PMEPA1	DNAJB7
DDIAS	ERBB2
DDIAS	HSPA4
DDIAS	CHN1
DDIAS	OFD1
DDIAS	RAB6A
DDIAS	AIPL1
DDIAS	DDIAS
PHLDB3	CLIC1
PHLDB3	MYC
PHLDB3	HSPA1A
PHLDB3	VARS
PHLDB3	HSPA1L
PHLDB3	LIPH
PHLDB3	PHLDB3
FGF14	NEDD4
FGF14	CLIC1
FGF14	TCEANC
FGF14	MYC
FGF14	HSPA1A
FGF14	RBX1
FGF14	VARS
FGF14	SCN8A
FGF14	HSPA1L
FGF14	FGF14
FGF14	DNAJB7
PDP1	EGFR
PDP1	HSPA1A
PDP1	VARS
PDP1	SPRED2
PDP1	HSPA1B
PDP1	HSPA1L
PDP1	PDP1
SHC4	POP4
SHC4	NUFIP2
SHC4	AMD1
SHC4	RBM4B
SHC4	CHRNA9
SHC4	SHC4
SHC4	ANKRD10
SHC4	MIRLET7B
CTDNEP1	NUFIP2
CTDNEP1	GRAMD1A
CTDNEP1	TMEM268
CTDNEP1	CHRNA9
CTDNEP1	CTDNEP1
CTDNEP1	ANKRD10
DUPD1	ERBB2
DUPD1	ERBB3
DUPD1	HSPA1A
DUPD1	CHN1
DUPD1	HSPA1L
DUPD1	DUPD1
DUSP18	ERBB2
DUSP18	GRB7
DUSP18	CHN1
DUSP18	DUSP18
DUSP18	LY6G6F
DUSP2	KIF1BP
DUSP2	OFD1
DUSP2	RAB6A
DUSP2	AIP
DUSP2	PNKD
DUSP2	DUSP2
DUSP28	CLIC1
DUSP28	HSPA1A
DUSP28	COPZ1
DUSP28	SUB1
DUSP28	PSMA5
DUSP28	ST13
DUSP28	HSPA1L
DUSP28	PIFO
DUSP28	DUSP28
DUSP8	CLIC1
DUSP8	MYC
DUSP8	HSPA1A
DUSP8	VARS
DUSP8	VPS26A
DUSP8	HSPA1L
DUSP8	DUSP8
DUSP8	FAM102B
EYA4	CLIC1
EYA4	MYC
EYA4	HSPA1A
EYA4	ARPC2
EYA4	PLEC
EYA4	PPP1R12A
EYA4	HSPA1L
EYA4	MYO18A
EYA4	EYA4
MTMR1	ERBB2
MTMR1	ERBB3
MTMR1	HSPA1A
MTMR1	CHN1
MTMR1	HSPA1L
MTMR1	MTMR1
MTMR11	CLIC1
MTMR11	MYC
MTMR11	TIMM13
MTMR11	EPHA3
MTMR11	HSPA1A
MTMR11	HSPA1L
MTMR11	TIMM50
MTMR11	MTMR11
PDP2	EED
PDP2	CSNK2B
PDP2	VARS
PDP2	PDS5A
PDP2	INTS1
PDP2	NDUFS7
PDP2	PDP2
PDP2	INTS6L
PPM1H	CLIC1
PPM1H	MYC
PPM1H	HLA-B
PPM1H	HSPA1A
PPM1H	GAB2
PPM1H	LNPEP
PPM1H	VARS
PPM1H	SRGAP2
PPM1H	SIAE
PPM1H	PPM1H
PPM1J	RELA
PPM1J	HSPA1A
PPM1J	NUFIP2
PPM1J	HSPA1L
PPM1J	TMEM268
PPM1J	CHRNA9
PPM1J	PPM1J
PPM1J	ANKRD10
PPM1M	ERBB2
PPM1M	ERBB3
PPM1M	HSPA1A
PPM1M	GRB7
PPM1M	CHN1
PPM1M	HSPA1L
PPM1M	PPM1M
PPM1M	LY6G6F
PTPDC1	MAPK1IP1L
PTPDC1	HSPA1A
PTPDC1	PTPN7
PTPDC1	HSPA1L
PTPDC1	PTPDC1
PTPDC1	DNAJB7
PTPRT	ERBB2
PTPRT	GRB7
PTPRT	CHN1
PTPRT	PTPRT
PTPRT	LY6G6F
SBF2	SORT1
SBF2	CSNK2B
SBF2	BAG6
SBF2	HSPA1A
SBF2	DPT
SBF2	HSPA1L
SBF2	SBF2
STYX	ERBB2
STYX	GRB7
STYX	CHN1
STYX	STYX
STYX	LY6G6F
STYX	FAM172A
TNS1	ERBB2
TNS1	GRB7
TNS1	CHN1
TNS1	TNS2
TNS1	TNS1
TNS1	LY6G6F
TPTE2	LSM2
TPTE2	CDK5RAP3
TPTE2	OFD1
TPTE2	CRMP1
TPTE2	RAB6A
TPTE2	TPTE2
DUSP26	CLIC1
DUSP26	MYC
DUSP26	ERBB2
DUSP26	HSPA1A
DUSP26	GRB7
DUSP26	CHN1
DUSP26	DOCK7
DUSP26	DUSP26
DUSP26	LY6G6F
DUSP26	ZNF99
SSH2	CLIC1
SSH2	MYC
SSH2	HSPA1A
SSH2	ARPC2
SSH2	PLEC
SSH2	PPP1R12A
SSH2	MYO18A
SSH2	SSH2
EYA3	HSPA1A
EYA3	RBX1
EYA3	ZDHHC17
EYA3	FBH1
EYA3	HSPA1L
EYA3	EYA3
EYA3	LY6G6C
EYA3	DNAJB7
IFNA21	RAB9A
IFNA21	BAG6
IFNA21	HSPA1A
IFNA21	RHEB
IFNA21	DPT
IFNA21	HSPA1L
